OBJECTID *,Shape *,Join_Count,TARGET_FID,F_id,access,amenity,covered,fee,parking,surface,wheelchair,F_timestamp,F_version,F_changeset,F_user,F_uid,OBJECTID_1,SPI_Type,County,Real_Property_Number,Real_Property_Name,Address,City,State,Zip_Code,Agency,Total_Fee_Acreage,Total_SF_of_Structures,Latitude,Longitude,Elevation,Shape_Length,Shape_Area
317,Polygon Z,1,65700,way/101485285,fee,parking,no,no,surface,asphalt,yes,2020-08-06T12:28:57Z,6,89038901,pravinyerapale,11475294,535,Real Property,KINGS,11292,HANFORD PARK AND RIDE,,HANFORD,CA,93230,"TRANSPORTATION, DEPT OF",0.01,0,36.366288,-119.636771,254.87,246.577692,3749.012971
318,Polygon Z,1,66625,way/465471992,yes,parking,no,no,surface,asphalt,yes,2022-09-05T19:43:35Z,4,125828970,Devolved,663717,463,Real Property,INYO,12084,COSO JUNCTION SAFETY ROADSIDE REST AREA - NB & SB, 17 MI S OF SR 395/,UNINCORP - INYO CO,CA,0,"TRANSPORTATION, DEPT OF",46.88,0,36.044875,-117.945994,3379.96,406.201029,5853.931966
319,Polygon Z,1,66698,way/104949554,permissive,parking,no,no,surface,asphalt,yes,2020-12-19T13:36:55Z,5,96108735,ALLstarGUY,3545250,1753,Real Property,SAN DIEGO,11360,MORENO STREET  PARK AND RIDE,1928 S MORENO STREET,OCEANSIDE,CA,92054,"TRANSPORTATION, DEPT OF",1.4,0,33.176855,-117.352552,71.97,366.215408,7592.954945
320,Polygon Z,1,66884,way/104949558,fee,parking,no,no,surface,asphalt,yes,2020-08-05T18:56:31Z,3,88997060,pravinyerapale,11475294,1755,Real Property,SAN DIEGO,11868,SR 78 / COLLEGE BLVD SOUTH PARK AND RIDE,3700 HAYMAR DRIVE,OCEANSIDE,CA,92056,"TRANSPORTATION, DEPT OF",23.41,0,33.182283,-117.297021,174.57,204.78304,2575.008209
321,Polygon Z,1,66885,way/104949582,fee,parking,no,no,surface,asphalt,yes,2020-08-05T18:56:31Z,3,88997060,pravinyerapale,11475294,1754,Real Property,SAN DIEGO,11867,SR 78 / COLLEGE BLVD NORTH PARK AND RIDE,3710 VISTA WAY,OCEANSIDE,CA,92056,"TRANSPORTATION, DEPT OF",5.79,0,33.183601,-117.297481,189.93,246.418963,1694.602341
322,Polygon Z,1,66922,way/104949584,fee,parking,no,no,surface,asphalt,yes,2020-08-05T18:56:31Z,3,88997060,pravinyerapale,11475294,1854,Real Property,SAN DIEGO,11878,SUNSET DRIVE PARK AND RIDE,501 SEAVIEW PLACE,VISTA,CA,92083,"TRANSPORTATION, DEPT OF",1.76,0,33.188345,-117.240705,486.52,172.657386,1192.155531
323,Polygon Z,1,67123,way/778126204,yes,parking,no,no,surface,asphalt,yes,2022-01-18T00:19:45Z,8,116276067,menorman,12502178,1744,Real Property,SAN DIEGO,11362,PALA ROAD  PARK AND RIDE, NE CNR PALA RD,LA MESA,CA,92028,"TRANSPORTATION, DEPT OF",1.25,0,33.329269,-117.162039,315.24,267.279158,3933.749941
324,Polygon Z,1,67154,way/55875816,private,parking,no,no,surface,dirt,yes,2014-09-27T21:55:36Z,3,25712080,The Temecula Mapper,313196,1426,Real Property,RIVERSIDE,9742,SANTA ROSA PLATEAU ER,,UNINCORP - RIVERSIDE CO,CA,0,"FISH AND WILDLIFE, CA DEPT OF",6197.66,0,33.543409,-117.269803,1774.26,283.464141,5889.291451
325,Polygon Z,1,67319,way/187571543,permissive,parking,no,no,surface,asphalt,yes,2012-10-25T00:45:00Z,1,13622590,The Temecula Mapper,313196,1412,Real Property,RIVERSIDE,10049,TEMECULA OFFICE BUILDING,27851 DIAZ RD,TEMECULA,CA,92590,"MOTOR VEHICLES, DEPT OF",1.64,7717,33.506212,-117.161132,1010.74,366.752523,4057.402606
326,Polygon Z,1,67569,way/77965533,customers,parking,no,no,surface,asphalt,yes,2020-08-01T13:27:19Z,8,88815192,PritamSarang,11460235,1413,Real Property,RIVERSIDE,11305,RANCHO CALIFORNIA PARK AND RIDE,41195 WINCHESTER ROAD,TEMECULA,CA,92390,"TRANSPORTATION, DEPT OF",0.8,0,33.523735,-117.162006,1052.35,307.216632,4827.689321
327,Polygon Z,1,67992,way/104936595,permissive,parking,no,yes,surface,asphalt,yes,2020-08-01T13:27:19Z,5,88815192,PritamSarang,11460235,1379,Real Property,RIVERSIDE,11289,LAKE ELSINORE PARK AND RIDE,,LAKE ELSINORE,CA,92330,"TRANSPORTATION, DEPT OF",0.01,0,33.691693,-117.335799,1290.36,267.55361,3491.704132
328,Polygon Z,1,68791,way/1031550272,yes,parking,no,yes,carports,asphalt,yes,2022-02-15T05:57:44Z,1,117419377,uwwu6,13809682,1405,Real Property,RIVERSIDE,11968,SOUTHERN CALIFORNIA HEADQUARTERS,4001 IOWA AVENUE,RIVERSIDE,CA,92507,"AIR RESOURCES BOARD, STATE",18.8,402000,33.97307,-117.340419,992.55,267.753622,3361.9706
329,Polygon Z,1,68925,way/104907480,permissive,parking,yes,yes,surface,asphalt,yes,2020-08-09T06:15:45Z,5,89144767,PritamSarang,11460235,1383,Real Property,RIVERSIDE,11306,PIGEON PASS PARK AND RIDE,,MORENO VALLEY,CA,92557,"TRANSPORTATION, DEPT OF",2.4,0,33.94153,-117.26267,1662.31,442.804009,6753.032012
330,Polygon Z,1,68967,way/71371610,yes,parking,yes,no,surface,asphalt,yes,2018-12-09T00:55:01Z,3,65304359,quincylvania,4515353,1390,Real Property,RIVERSIDE,1593,LAKE PERRIS SRA,17801 LAKE PERRIS DRIVE,PERRIS,CA,92370,"PARKS & RECREATION, DEPT OF",1429.95,87951,33.867286,-117.181575,1596.02,973.690637,23434.70466
331,Polygon Z,1,69023,way/377345123,customers,parking,yes,no,surface,asphalt,yes,2015-10-28T19:23:24Z,1,34934256,bjlmt,3132250,1370,Real Property,RIVERSIDE,9870,HEMET OFFICE BUILDING,1200 SOUTH STATE STREET,HEMET,CA,92543,"MOTOR VEHICLES, DEPT OF",1.94,9393,33.727786,-116.970408,1593.04,307.893991,5366.585732
332,Polygon Z,1,69158,way/378489610,customers,parking,yes,no,surface,asphalt,yes,2015-11-05T16:29:23Z,1,35105621,bjlmt,3132250,1372,Real Property,RIVERSIDE,1144,MOUNT SAN JACINTO S.P.,25905 HIGHWAY 243,IDYLLWILD,CA,92549,"PARKS & RECREATION, DEPT OF",13717.95,9860,33.748115,-116.715675,5380.67,186.331348,921.539458
333,Polygon Z,1,69252,way/681719730,private,parking,yes,yes,surface,asphalt,yes,2021-12-09T15:52:06Z,3,114749792,osriu,584347,1354,Real Property,RIVERSIDE,10413,SAN GORGONIO PASS AREA,195 HIGHLAND SPRINGS AVE,BEAUMONT,CA,92223,"HIGHWAY PATROL, DEPT OF THE CALIF",2.2,20410,33.92299,-116.947222,2557.6,156.758026,1273.9343
334,Polygon Z,1,69342,way/46619492,yes,parking,yes,no,street_side,gravel,yes,2021-04-03T20:44:03Z,5,102250751,AlexeyTyur,10509852,1448,Real Property,RIVERSIDE,12171,WHITEWATER SAFETY ROADSIDE REST AREA - EB, 1 MI W OF WHITEWATER,WHITE WATER,CA,92282,"TRANSPORTATION, DEPT OF",12.2,2379,33.921158,-116.664021,1173,429.407495,4408.457279
335,Polygon Z,1,69345,way/579825652,yes,parking,yes,no,street_side,gravel,yes,2023-03-01T11:07:47Z,5,133166788,Manu1400,181135,1449,Real Property,RIVERSIDE,12172,WHITEWATER SAFETY ROADSIDE REST AREA - WB, 1 MI W OF WHITEWATER,WHITE WATER,CA,92282,"TRANSPORTATION, DEPT OF",14.6,1995,33.923384,-116.66414,1179,558.402873,5807.660602
336,Polygon Z,1,69354,way/665437446,customers,parking,yes,no,surface,unpaved,yes,2019-01-22T21:52:09Z,1,66552202,Adam Schneider,5403394,1818,Real Property,SAN DIEGO,961,ANZA-BORREGO DESERT SP,200 PALM CANYON DR,UNINCORP - SAN DIEGO CO,CA,92004,"PARKS & RECREATION, DEPT OF",592051.19,74145,33.256224,-116.40344,808.59,62.033174,224.243662
